Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.34399
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.22146
Result value; 0.28
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T6; 0.2564027; 0.2723017; 0.01589898; 1
T7; 0.2931331; 0.3088602; 0.01572701; 1
T8; 0.3224103; 0.3378836; 0.01547326; 1
T9; 0.3509207; 0.3657888; 0.01486814; 1
T10; 0.3748631; 0.3901973; 0.01533417; 1
T11; 0.3963638; 0.4123938; 0.01603006; 1
T12; 0.4187811; 0.433298; 0.01451691; 1
T13; 0.4371378; 0.4515894; 0.01445159; 1
T14; 0.4527722; 0.4681309; 0.01535871; 1
T15; 0.4673185; 0.482759; 0.01544053; 1
T16; 0.4799175; 0.4959066; 0.01598909; 1
T17; 0.490598; 0.5065953; 0.01599729; 1
T18; 0.5002097; 0.5163135; 0.01610381; 1
T19; 0.5085509; 0.5247203; 0.01616937; 1
T20; 0.5162177; 0.5323625; 0.01614478; 1
T21; 0.5221953; 0.5382254; 0.01603006; 1
T22; 0.5269302; 0.5432143; 0.01628413; 1
T23; 0.5321148; 0.5473263; 0.01521148; 1
T24; 0.5359877; 0.5515919; 0.01560421; 1
T25; 0.5386156; 0.5539416; 0.01532599; 1
T26; 0.5412743; 0.5569112; 0.01563695; 1
T27; 0.54437; 0.5601052; 0.01573519; 1
T28; 0.5461669; 0.5622379; 0.01607103; 1
T29; 0.5477363; 0.563881; 0.01614478; 1
T30; 0.5493889; 0.565206; 0.01581708; 1
T31; 0.5507609; 0.5656781; 0.01491717; 1
T32; 0.5516471; 0.5674232; 0.01577614; 1
T33; 0.5526958; 0.5682836; 0.01558784; 1
T34; 0.5532477; 0.569622; 0.01637432; 1
T35; 0.5540993; 0.5692945; 0.01519513; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS4
SID
Position; 72.09
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 100.0
Target unit; g/L
Run(s); 1
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.46729
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.46729
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.09539405; 0.09097429; -0.005204108; 0.991845
T1; 0.08953966; 0.09215337; 0.002613711; 1
T2; 0.1059041; 0.109305; 0.003400902; 1
T3; 0.1426912; 0.1436794; 0.0009881923; 1
T4; 0.1838461; 0.185452; 0.001605965; 1
T5; 0.2214694; 0.2230595; 0.001590114; 1
T6; 0.2576614; 0.2605056; 0.002844154; 1
T7; 0.2940724; 0.295029; 0.0009565352; 1
T8; 0.3237243; 0.3255681; 0.001843805; 1
T9; 0.3525687; 0.3560253; 0.003456615; 1
T10; 0.3777901; 0.3803959; 0.002605767; 1
T11; 0.4026897; 0.4031796; 0.0004898623; 1
T12; 0.4217079; 0.4239325; 0.002224619; 1
T13; 0.4402132; 0.4418033; 0.001590114; 1
T14; 0.4567804; 0.4606034; 0.003822914; 1
T15; 0.4704747; 0.4741622; 0.003687507; 1
T16; 0.484318; 0.4836868; -0.0006312651; 1
T17; 0.4944345; 0.4961832; 0.001748653; 1
T18; 0.5044112; 0.5057715; 0.001360335; 1
T19; 0.5110714; 0.5166825; 0.005611056; 1
T20; 0.5185177; 0.5239688; 0.005451101; 1
T21; 0.5243905; 0.530698; 0.006307548; 1
T22; 0.5305284; 0.5351327; 0.004604321; 1
T23; 0.5342191; 0.5394464; 0.005227263; 1
T24; 0.5384195; 0.5436069; 0.005187304; 1
T25; 0.5417965; 0.5459701; 0.004173575; 1
T26; 0.5460774; 0.5483178; 0.002240493; 1
T27; 0.5473861; 0.5502223; 0.002836206; 1
T28; 0.5499714; 0.5524501; 0.00247868; 1
T29; 0.5498611; 0.5544016; 0.004540479; 1
T30; 0.5522959; 0.5564775; 0.004181548; 1
T31; 0.55324; 0.5580119; 0.004771948; 1
T32; 0.5540739; 0.5588539; 0.004779932; 1
T33; 0.5558426; 0.5596974; 0.00385478; 1
T34; 0.5562021; 0.5592608; 0.003058815; 1
T35; 0.5568329; 0.5614771; 0.004644226; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS4
SID
Position; 72.08
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 20.0
Target unit; g/L
Run(s); 2
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.09141
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.09141
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.09129452; 0.09546994; 0.003424778; 0.991845
T1; 0.08850566; 0.09462096; 0.006115301; 1
T2; 0.09221936; 0.09831864; 0.006099284; 1
T3; 0.1010868; 0.10444; 0.003353152; 1
T4; 0.1085816; 0.1132658; 0.004684135; 1
T5; 0.1167078; 0.122679; 0.005971171; 1
T6; 0.124639; 0.1301621; 0.005523073; 1
T7; 0.131813; 0.1359069; 0.004093855; 1
T8; 0.1372252; 0.1431323; 0.005907129; 1
T9; 0.1426889; 0.1486681; 0.005979177; 1
T10; 0.1478477; 0.1536347; 0.005787075; 1
T11; 0.1525731; 0.1581042; 0.005531071; 1
T12; 0.1566069; 0.162002; 0.005395131; 1
T13; 0.1591399; 0.1653594; 0.006219424; 1
T14; 0.1622682; 0.1686719; 0.006403703; 1
T15; 0.1650867; 0.1705218; 0.005435109; 1
T16; 0.166978; 0.1737184; 0.006740415; 1
T17; 0.1695341; 0.1749052; 0.005371145; 1
T18; 0.1711213; 0.1764445; 0.005323179; 1
T19; 0.1723064; 0.1796487; 0.007342337; 1
T20; 0.1743011; 0.1792727; 0.004971588; 1
T21; 0.1749229; 0.180414; 0.005491084; 1
T22; 0.1759996; 0.1823392; 0.006339598; 1
T23; 0.1767611; 0.1830847; 0.006323572; 1
T24; 0.1777449; 0.18366; 0.005915134; 1
T25; 0.17729; 0.1850341; 0.007744082; 1
T26; 0.1779328; 0.185243; 0.007310214; 1
T27; 0.1780779; 0.1860551; 0.007977265; 1
T28; 0.1789139; 0.1866097; 0.007695853; 1
T29; 0.17954; 0.1859197; 0.006379663; 1
T30; 0.1796656; 0.1854766; 0.005811083; 1
T31; 0.1802855; 0.1865851; 0.006299536; 1
T32; 0.1800538; 0.1862892; 0.006235445; 1
T33; 0.1799798; 0.1863755; 0.00639569; 1
T34; 0.1801142; 0.1866221; 0.006507896; 1
T35; 0.1799119; 0.1865481; 0.006636167; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS4
SID
Position; 72.08
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 20.0
Target unit; g/L
Run(s); 1
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.09350
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.09350
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08761781; 0.08513617; -0.003202063; 0.991845
T1; 0.08501767; 0.09004517; 0.005027504; 1
T2; 0.09070411; 0.09226253; 0.001558413; 1
T3; 0.09707501; 0.1015915; 0.004516541; 1
T4; 0.105737; 0.1101418; 0.004404848; 1
T5; 0.1142525; 0.1190644; 0.004811869; 1
T6; 0.1217889; 0.1254446; 0.003655652; 1
T7; 0.1288441; 0.1336959; 0.004851793; 1
T8; 0.1345777; 0.1403408; 0.005763068; 1
T9; 0.1407493; 0.1449548; 0.004205468; 1
T10; 0.1462022; 0.1491656; 0.002963397; 1
T11; 0.1501759; 0.1553872; 0.005211278; 1
T12; 0.1540997; 0.1591911; 0.005091417; 1
T13; 0.1581272; 0.1613849; 0.00325767; 1
T14; 0.1609973; 0.1649955; 0.003998209; 1
T15; 0.1627244; 0.1684234; 0.005699057; 1
T16; 0.1653845; 0.1702842; 0.004899707; 1
T17; 0.1684068; 0.1714735; 0.003066767; 1
T18; 0.169441; 0.173503; 0.00406197; 1
T19; 0.1698444; 0.1764324; 0.006588061; 1
T20; 0.1711935; 0.1781586; 0.006965036; 1
T21; 0.1730126; 0.1765409; 0.003528258; 1
T22; 0.1742458; 0.1769628; 0.002716998; 1
T23; 0.1756815; 0.1780013; 0.002319874; 1
T24; 0.1746242; 0.1808276; 0.006203403; 1
T25; 0.1753403; 0.1824979; 0.007157659; 1
T26; 0.1759626; 0.183562; 0.007599412; 1
T27; 0.1768594; 0.183207; 0.00634761; 1
T28; 0.1764957; 0.1832682; 0.006772497; 1
T29; 0.1769388; 0.1833906; 0.006451789; 1
T30; 0.1771397; 0.1838561; 0.006716356; 1
T31; 0.1774976; 0.183709; 0.006211414; 1
T32; 0.1773001; 0.1847147; 0.007414624; 1
T33; 0.1775282; 0.1848866; 0.0073584; 1
T34; 0.1783672; 0.1828279; 0.004460691; 1
T35; 0.1785182; 0.1828035; 0.004285209; 1
Calibration result
Test name; RS4 ser
Channel; 986
Factor; 215.20
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.03
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 6.00
Target unit; g/L
Run(s); 2
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.88713
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.88713
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.07751086; 0.07948148; 0; 0.975207
T1; 0.08256643; 0.08256643; 0; 1
T2; 0.1142042; 0.1142042; 0; 1
T3; 0.1806086; 0.1806086; 0; 1
T4; 0.2563878; 0.2563878; 0; 1
T5; 0.330882; 0.330882; 0; 1
T6; 0.4019427; 0.4019427; 0; 1
T7; 0.4689097; 0.4689097; 0; 1
T8; 0.5305346; 0.5305346; 0; 1
T9; 0.5859827; 0.5859827; 0; 1
T10; 0.6375878; 0.6375878; 0; 1
T11; 0.6852577; 0.6852577; 0; 1
T12; 0.7272261; 0.7272261; 0; 1
T13; 0.7630959; 0.7630959; 0; 1
T14; 0.7970874; 0.7970874; 0; 1
T15; 0.8277158; 0.8277158; 0; 1
T16; 0.8507114; 0.8507114; 0; 1
T17; 0.8733114; 0.8733114; 0; 1
T18; 0.8954458; 0.8954458; 0; 1
T19; 0.9136742; 0.9136742; 0; 1
T20; 0.9279169; 0.9279169; 0; 1
T21; 0.938792; 0.938792; 0; 1
T22; 0.9509488; 0.9509488; 0; 1
T23; 0.9628659; 0.9628659; 0; 1
T24; 0.9696972; 0.9696972; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.03
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 6.00
Target unit; g/L
Run(s); 1
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.87299
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.87299
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08452275; 0.08667163; 0; 0.975207
T1; 0.08518498; 0.08518498; 0; 1
T2; 0.1142147; 0.1142147; 0; 1
T3; 0.1761675; 0.1761675; 0; 1
T4; 0.2495486; 0.2495486; 0; 1
T5; 0.3228425; 0.3228425; 0; 1
T6; 0.390217; 0.390217; 0; 1
T7; 0.4545276; 0.4545276; 0; 1
T8; 0.5154449; 0.5154449; 0; 1
T9; 0.5702481; 0.5702481; 0; 1
T10; 0.6210129; 0.6210129; 0; 1
T11; 0.6676953; 0.6676953; 0; 1
T12; 0.7084948; 0.7084948; 0; 1
T13; 0.7474295; 0.7474295; 0; 1
T14; 0.7807026; 0.7807026; 0; 1
T15; 0.8101576; 0.8101576; 0; 1
T16; 0.8375958; 0.8375958; 0; 1
T17; 0.859971; 0.859971; 0; 1
T18; 0.8810528; 0.8810528; 0; 1
T19; 0.8984207; 0.8984207; 0; 1
T20; 0.915388; 0.915388; 0; 1
T21; 0.9277809; 0.9277809; 0; 1
T22; 0.9399086; 0.9399086; 0; 1
T23; 0.9506622; 0.9506622; 0; 1
T24; 0.9581764; 0.9581764; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.02
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 2.00
Target unit; g/L
Run(s); 2
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.29217
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.29217
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08328249; 0.08539984; 0; 0.975207
T1; 0.08442407; 0.08442407; 0; 1
T2; 0.09709261; 0.09709261; 0; 1
T3; 0.1192544; 0.1192544; 0; 1
T4; 0.1457735; 0.1457735; 0; 1
T5; 0.1717476; 0.1717476; 0; 1
T6; 0.1970186; 0.1970186; 0; 1
T7; 0.2182048; 0.2182048; 0; 1
T8; 0.2392648; 0.2392648; 0; 1
T9; 0.2576931; 0.2576931; 0; 1
T10; 0.2752258; 0.2752258; 0; 1
T11; 0.2895081; 0.2895081; 0; 1
T12; 0.3023722; 0.3023722; 0; 1
T13; 0.3150816; 0.3150816; 0; 1
T14; 0.3267415; 0.3267415; 0; 1
T15; 0.3340049; 0.3340049; 0; 1
T16; 0.3422028; 0.3422028; 0; 1
T17; 0.3505225; 0.3505225; 0; 1
T18; 0.3567546; 0.3567546; 0; 1
T19; 0.3614326; 0.3614326; 0; 1
T20; 0.3656585; 0.3656585; 0; 1
T21; 0.369907; 0.369907; 0; 1
T22; 0.3734195; 0.3734195; 0; 1
T23; 0.3746347; 0.3746347; 0; 1
T24; 0.3765975; 0.3765975; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.02
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 2.00
Target unit; g/L
Run(s); 1
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.29524
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.29524
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.07811273; 0.08009864; 0; 0.975207
T1; 0.08294509; 0.08294509; 0; 1
T2; 0.09406254; 0.09406254; 0; 1
T3; 0.1159091; 0.1159091; 0; 1
T4; 0.143456; 0.143456; 0; 1
T5; 0.1707001; 0.1707001; 0; 1
T6; 0.1936967; 0.1936967; 0; 1
T7; 0.2181385; 0.2181385; 0; 1
T8; 0.238889; 0.238889; 0; 1
T9; 0.2573446; 0.2573446; 0; 1
T10; 0.2735353; 0.2735353; 0; 1
T11; 0.2895862; 0.2895862; 0; 1
T12; 0.302163; 0.302163; 0; 1
T13; 0.3150485; 0.3150485; 0; 1
T14; 0.324652; 0.324652; 0; 1
T15; 0.3345594; 0.3345594; 0; 1
T16; 0.3422734; 0.3422734; 0; 1
T17; 0.3494447; 0.3494447; 0; 1
T18; 0.3548247; 0.3548247; 0; 1
T19; 0.3609717; 0.3609717; 0; 1
T20; 0.3648583; 0.3648583; 0; 1
T21; 0.3692117; 0.3692117; 0; 1
T22; 0.3708484; 0.3708484; 0; 1
T23; 0.3746347; 0.3746347; 0; 1
T24; 0.3781857; 0.3781857; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; RS
SID
Position; 72.01
Sample type;  Calibration
Calibrator information
Level; 1
Target value; 0.50
Target unit; g/L
Run(s); 2
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.07526
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.07526
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08742766; 0.0896504; 0; 0.975207
T1; 0.08766228; 0.08766228; 0; 1
T2; 0.09203433; 0.09203433; 0; 1
T3; 0.0977454; 0.0977454; 0; 1
T4; 0.1041645; 0.1041645; 0; 1
T5; 0.111945; 0.111945; 0; 1
T6; 0.1177153; 0.1177153; 0; 1
T7; 0.1234354; 0.1234354; 0; 1
T8; 0.1280555; 0.1280555; 0; 1
T9; 0.133958; 0.133958; 0; 1
T10; 0.1378315; 0.1378315; 0; 1
T11; 0.1417843; 0.1417843; 0; 1
T12; 0.1441153; 0.1441153; 0; 1
T13; 0.1479906; 0.1479906; 0; 1
T14; 0.1497883; 0.1497883; 0; 1
T15; 0.1520032; 0.1520032; 0; 1
T16; 0.1539206; 0.1539206; 0; 1
T17; 0.1568472; 0.1568472; 0; 1
T18; 0.1577117; 0.1577117; 0; 1
T19; 0.1580464; 0.1580464; 0; 1
T20; 0.1600603; 0.1600603; 0; 1
T21; 0.1607337; 0.1607337; 0; 1
T22; 0.1615478; 0.1615478; 0; 1
T23; 0.1622118; 0.1622118; 0; 1
T24; 0.1629236; 0.1629236; 0; 1
Calibration result
Test name; RS ser
Channel; 987
Factor; 0.1466
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.03
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 3.60
Target unit; g/L
Run(s); 1
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.70364
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.70364
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; -0.0009252064; -0.00143407; 0; 0.645161
T1; 0.0066524; 0.00982021; 0; 0.677419
T2; 0.005658754; 0.008353399; 0; 0.677419
T3; 0.06961574; 0.08300338; 0; 0.83871
T4; 0.06948539; 0.08284797; 0; 0.83871
T5; 0.06933067; 0.08266349; 0; 0.83871
T6; 0.06876934; 0.08199421; 0; 0.83871
T7; 0.2422403; 0.2422403; 0; 1
T8; 0.361488; 0.361488; 0; 1
T9; 0.4377607; 0.4377607; 0; 1
T10; 0.4973671; 0.4973671; 0; 1
T11; 0.5398912; 0.5398912; 0; 1
T12; 0.5772551; 0.5772551; 0; 1
T13; 0.6079336; 0.6079336; 0; 1
T14; 0.6349483; 0.6349483; 0; 1
T15; 0.6542047; 0.6542047; 0; 1
T16; 0.6725386; 0.6725386; 0; 1
T17; 0.6884965; 0.6884965; 0; 1
T18; 0.7042908; 0.7042908; 0; 1
T19; 0.7140257; 0.7140257; 0; 1
T20; 0.7228802; 0.7228802; 0; 1
T21; 0.7320921; 0.7320921; 0; 1
T22; 0.7406637; 0.7406637; 0; 1
T23; 0.7449692; 0.7449692; 0; 1
T24; 0.7519389; 0.7519389; 0; 1
T25; 0.7567706; 0.7567706; 0; 1
T26; 0.760823; 0.760823; 0; 1
T27; 0.7637941; 0.7637941; 0; 1
T28; 0.7668795; 0.7668795; 0; 1
T29; 0.7709331; 0.7709331; 0; 1
T30; 0.7729741; 0.7729741; 0; 1
Calibration result
Test name; Tmal ser
Channel; 801
Factor; 0.1908
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.03
Sample type;  Calibration
Calibrator information
Level; 3
Target value; 1.20
Target unit; g/L
Run(s); 1
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -1.02294
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.90040
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.43509; 1.688418; -0.009772116; 0.84507
T1; 1.421471; 1.654531; 3.157587E-5; 0.859155
T2; 1.42706; 1.657803; -0.003200903; 0.859155
T3; 1.426851; 1.657803; -0.002957928; 0.859155
T4; 1.426685; 1.657438; -0.003130376; 0.859155
T5; 1.421108; 1.651283; -0.002793254; 0.859155
T6; 1.425401; 1.655982; -0.003091189; 0.859155
T7; 1.423617; 1.655256; -0.001741009; 0.859155
T8; 1.365665; 1.36674; 0.00107487; 1
T9; 1.246027; 1.241848; -0.004179264; 1
T10; 1.127871; 1.126217; -0.001654517; 1
T11; 1.030086; 1.028856; -0.001229672; 1
T12; 0.9524382; 0.9509488; -0.001489349; 1
T13; 0.8876373; 0.8877557; 0.0001184213; 1
T14; 0.8328502; 0.832164; -0.0006862077; 1
T15; 0.7876583; 0.787832; 0.0001736957; 1
T16; 0.7484475; 0.7460858; -0.002361671; 1
T17; 0.7118069; 0.7107977; -0.001009217; 1
T18; 0.6797727; 0.6803098; 0.0005371022; 1
T19; 0.6522447; 0.6521105; -0.0001341718; 1
T20; 0.6272001; 0.624548; -0.002652056; 1
T21; 0.6032394; 0.6027266; -0.0005127863; 1
T22; 0.5828955; 0.5819493; -0.0009462101; 1
T23; 0.5633754; 0.5614771; -0.001898222; 1
T24; 0.545734; 0.5438594; -0.001874644; 1
T25; 0.5289659; 0.5287686; -0.0001972972; 1
T26; 0.5141931; 0.5154975; 0.001304414; 1
T27; 0.500378; 0.4993136; -0.001064342; 1
T28; 0.4878023; 0.4867773; -0.001024968; 1
T29; 0.4757378; 0.4753354; -0.0004023912; 1
T30; 0.464348; 0.4651698; 0.0008217196; 1
T31; 0.4540852; 0.4536828; -0.0004023912; 1
T32; 0.4449747; 0.4438946; -0.00108009; 1
T33; 0.4356663; 0.4360928; 0.000426468; 1
T34; 0.4267692; 0.4270534; 0.0002842655; 1
T35; 0.4189849; 0.4193561; 0.0003711615; 1
T36; 0.4119752; 0.4118963; -7.892962E-5; 1
T37; 0.4052769; 0.4043385; -0.0009383335; 1
T38; 0.3987114; 0.3982933; -0.0004181637; 1
T39; 0.3920852; 0.3933421; 0.001256912; 1
T40; 0.3860413; 0.3872903; 0.001248996; 1
T41; 0.3812949; 0.381998; 0.0007031063; 1
T42; 0.3755985; 0.3771326; 0.00153408; 1
T43; 0.3709784; 0.3723779; 0.001399434; 1
T44; 0.3658892; 0.3676372; 0.001748016; 1
T45; 0.36301; 0.3648769; 0.001866915; 1
T46; 0.3576225; 0.3573937; -0.0002288564; 1
T47; 0.3539881; 0.3529395; -0.001048593; 1
T48; 0.3497952; 0.3492115; -0.0005837398; 1
T49; 0.3462466; 0.3461914; -5.525224E-5; 1
T50; 0.3427288; 0.3430684; 0.0003395609; 1
Calibration result
Test name; AA ser
Channel; 985
Factor; 0.7366
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.02
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 0.90
Target unit; g/L
Run(s); 1
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; 0.19477
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.19477
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.001146525; 0.001777113; 0; 0.645161
T1; 0.007069732; 0.01043627; 0; 0.677419
T2; 0.00631896; 0.009327989; 0; 0.677419
T3; 0.070056; 0.0835283; 0; 0.83871
T4; 0.07016206; 0.08365476; 0; 0.83871
T5; 0.06943653; 0.0827897; 0; 0.83871
T6; 0.06837935; 0.08152922; 0; 0.83871
T7; 0.1433332; 0.1433332; 0; 1
T8; 0.1906364; 0.1906364; 0; 1
T9; 0.2156394; 0.2156394; 0; 1
T10; 0.2307997; 0.2307997; 0; 1
T11; 0.2428996; 0.2428996; 0; 1
T12; 0.2485803; 0.2485803; 0; 1
T13; 0.2532422; 0.2532422; 0; 1
T14; 0.2572285; 0.2572285; 0; 1
T15; 0.2594251; 0.2594251; 0; 1
T16; 0.2612665; 0.2612665; 0; 1
T17; 0.2616621; 0.2616621; 0; 1
T18; 0.2634394; 0.2634394; 0; 1
T19; 0.2631157; 0.2631157; 0; 1
T20; 0.2624103; 0.2624103; 0; 1
T21; 0.2646038; 0.2646038; 0; 1
T22; 0.2637928; 0.2637928; 0; 1
T23; 0.2638812; 0.2638812; 0; 1
T24; 0.263837; 0.263837; 0; 1
T25; 0.2638518; 0.2638518; 0; 1
T26; 0.2636455; 0.2636455; 0; 1
T27; 0.2641023; 0.2641023; 0; 1
T28; 0.2640875; 0.2640875; 0; 1
T29; 0.2646185; 0.2646185; 0; 1
T30; 0.2642055; 0.2642055; 0; 1
Calibration result
Test name; Tmal ser
Channel; 801
Factor; 0.1908
Offset; 0
Calibration Flag
Quality flag list
Run date; 02/03/2020

Sample Characteristics
Name; Enocal-1-2-5
SID
Position; 01.02
Sample type;  Calibration
Calibrator information
Level; 2
Target value; 0.30
Target unit; g/L
Run(s); 1
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 02/03/2020
Step A
Delta Absorbance; -0.36596
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.24342
Result value
Result unit
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.440352; 1.695525; -0.008891366; 0.84507
T1; 1.413067; 1.644859; 0.0001421095; 0.859155
T2; 1.406816; 1.636787; -0.0006546818; 0.859155
T3; 1.409768; 1.640278; -0.0005995057; 0.859155
T4; 1.406794; 1.635745; -0.001670244; 0.859155
T5; 1.404847; 1.634014; -0.001135205; 0.859155
T6; 1.407015; 1.637832; 0.0001579023; 0.859155
T7; 1.406435; 1.635745; -0.001253285; 0.859155
T8; 1.368349; 1.368049; -0.0002998563; 1
T9; 1.296506; 1.298143; 0.001637073; 1
T10; 1.234985; 1.236558; 0.00157369; 1
T11; 1.189077; 1.188414; -0.0006625634; 1
T12; 1.154032; 1.153109; -0.00092258; 1
T13; 1.127334; 1.128045; 0.0007110129; 1
T14; 1.107897; 1.108552; 0.0006556701; 1
T15; 1.0911; 1.091479; 0.000379062; 1
T16; 1.078974; 1.080041; 0.001066956; 1
T17; 1.067852; 1.06899; 0.00113818; 1
T18; 1.059184; 1.057663; -0.001520814; 1
T19; 1.052206; 1.052561; 0.0003553609; 1
T20; 1.046529; 1.047161; 0.0006319539; 1
T21; 1.039798; 1.039711; -8.68218E-5; 1
T22; 1.036088; 1.035946; -0.000142063; 1
T23; 1.033354; 1.033685; 0.0003316612; 1
T24; 1.029326; 1.029886; 0.0005608132; 1
T25; 1.027179; 1.027401; 0.0002210793; 1
T26; 1.026794; 1.02595; -0.0008438035; 1
T27; 1.022048; 1.022894; 0.0008454461; 1
